year,satjob,notloyal,commute,joblose,idecide,fringe1,fringe6,fringe11
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,not likely,,,,
2021,a little dissatisfied,,,not likely,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,moderately satisfied,,,fairly likely,,,,
2021,very satisfied,,,not likely,,,,
2021,a little dissatisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,very likely,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,very dissatisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,moderately satisfied,,,very likely,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,moderately satisfied,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,a little dissatisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,a little dissatisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,fairly likely,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very dissatisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,fairly likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,very dissatisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very dissatisfied,,,not too likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,,,,,
2021,very dissatisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,fairly likely,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,not too likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,not likely,,,,
2021,moderately satisfied,,,fairly likely,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very dissatisfied,,,,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,very dissatisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,very dissatisfied,,,fairly likely,,,,
2021,very satisfied,,,,,,,
2021,very dissatisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,fairly likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,very dissatisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,very dissatisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,,,,,
2021,very dissatisfied,,,not too likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,a little dissatisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,moderately satisfied,,,fairly likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,not likely,,,,
2021,very satisfied,,,not likely,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,a little dissatisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,very dissatisfied,,,,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,very dissatisfied,,,,,,,
2021,very dissatisfied,,,not too likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,very satisfied,,,very likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,not likely,,,,
2021,very dissatisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,fairly likely,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,fairly likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very dissatisfied,,,fairly likely,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very dissatisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,very likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,moderately satisfied,,,very likely,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,very likely,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very dissatisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,fairly likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,very likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,a little dissatisfied,,,fairly likely,,,,
2021,a little dissatisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,not likely,,,,
2021,a little dissatisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,very dissatisfied,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,moderately satisfied,,,not likely,,,,
2021,very satisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,not likely,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,fairly likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,fairly likely,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,very satisfied,,,not likely,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,moderately satisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,a little dissatisfied,,,,,,,
2021,very satisfied,,,,,,,
2021,very satisfied,,,not likely,,,,
2021,a little dissatisfied,,,not too likely,,,,
2021,a little dissatisfied,,,not likely,,,,
2021,very satisfied,,,,,,,
2021,,,,,,,,
2021,moderately satisfied,,,,,,,
2021,moderately satisfied,,,not too likely,,,,
2021,a little dissatisfied,,,,,,,
